"header",,,,,,,,,,,,,,,,
"pw-1940","47127","PW","1940","PEACHTREE SALES & MKTG",,,,,"VND041","Y",,,"5","10","G",1940
"pw-1950","39467","PW","1950","THE HERSHEY COMPANY",,,,,"VND059","Y",,,"3","4","G",1950
"pw-1960","57049","PW","1960","REESE GROUP",,,,,"VND049","Y",,,"2","3","G",1960
"pw-1970","57049","PW","1970","REESE GROUP",,,,,"VND049","Y",,,"2","4","G",1970
"pw-1980","57049","PW","1980","REESE GROUP",,,,,"VND049","Y",,,"2","2","G",1980
"pw-1990","57049","PW","1990","REESE GROUP",,,,,"VND049","Y",,,"2","1","G",1990
"pw-2000","17961","PW","2000","KELLOGG'S",,,,,"VND034","Y",,,"3","0","G",2000
"pw-2010","90919","PW","2010","BURDETTE BECKMANN INC",,,,,"VND012","Y",,,"2","30","G",2010
"pw-2020","22482","PW","2020","REYNOLDS CONSUMER",,,,,"VND050","Y",,,"3","2","G",2020
"pw-2030","18586","PW","2030","NESTLE USA",,,,,"VND039","Y",,,"5","30","G",2030
"pw-2040","50830","PW","2040","TREND SALES CO.",,,,,"VND061","Y",,,"2","22","G",2040
"pw-2050","78691","PW","2050","NESTLE PURINA PET CARE",,,,,"VND038","Y",,,"4","18","G",2050
"pw-2060","82347","PW","2060","RACK AND SACK",,,,,"VND046","Y",,,"3","6","G",2060
"pw-2070","79258","PW","2070","HERR FOODS INC",,,,,"VND029","Y",,,"4","19","G",2070
"pw-2080","22067","PW","2080","WRIGLEY",,,,,"VND067","Y",,,"2","24","G",2080
"pw-2090","58270","PW","2090","MID-SOUTH BROKER",,,,,"VND036","Y",,,"3","8","G",2090
"pw-2100","57049","PW","2100","REESE GROUP",,,,,"VND049","Y",,,"2","5","G",2100
"pw-2110","82220","PW","2110","WELLS ENTERPRISES BB",,,,,"VND066","Y",,,"2","0","G",2110
"pw-2120","52231","PW","2120","NESTLE WATER",,,,,"VND040","Y",,,"3","21","G",2120
"pw-2170","53882","PW","2170","SOUTHERN FOOD BROKERS",,,,,"VND054","Y",,,"1","9","M",2170
"pw-2180","53882","PW","2180","SOUTHERN FOOD BROKERS",,,,,"VND054","Y",,,"1","10","M",2180
"pw-2190","53882","PW","2190","SOUTHERN FOOD BROKERS",,,,,"VND054","Y",,,"1","11","M",2190
"pw-2200","53882","PW","2200","SOUTHERN FOOD BROKERS",,,,,"VND054","Y",,,"1","12","M",2200
"pw-2230","77753","PW","2230","RAM INC",,,,,"VND047","Y",,,"2","12","M",2230
"pw-2240","77753","PW","2240","RAM INC",,,,,"VND047","Y",,,"2","13","M",2240
"pw-2250","77753","PW","2250","RAM INC",,,,,"VND047","Y",,,"2","14","M",2250
"pw-2260","77753","PW","2260","RAM INC",,,,,"VND047","Y",,,"2","15","M",2260
"pw-2280","90422","PW","2280","PEAKE & ASSOCIATES",,,,,"VND043","Y",,,"1","18","M",2280
"pw-2290","90422","PW","2290","PEAKE & ASSOCIATES",,,,,"VND043","Y",,,"1","19","M",2290
"pw-2300","90422","PW","2300","PEAKE & ASSOCIATES",,,,,"VND043","Y",,,"1","20","M",2300
"pw-2370","13266","PW","2370","TRI-VENTURE MARKETING",,,,,"VND063","Y",,,"2","8","M",2370
"pw-2380","13266","PW","2380","TRI-VENTURE MARKETING",,,,,"VND063","Y",,,"2","9","M",2380
"pw-2390","13266","PW","2390","TRI-VENTURE MARKETING",,,,,"VND063","Y",,,"2","10","M",2390
"pw-2430","75318","PW","2430","ALLIANCE SALES",,,,,"VND009","Y",,,"1","22","M",2430
"pw-2440","53504","PW","2440","SUNSET FARMS",,,,,"VND057","Y",,,"1","21","M",2440
"pw-2450","70720","PW","2450","HORMEL",,,,,"VND030","Y",,,"2","25","M",2450
"pw-2460","70915","PW","2460","ACTIVE SALES",,,,,"VND004","Y",,,"1","25","M",2460
"pw-2470","85820","PW","2470","ACOSTA",,,,,"VND002","Y",,,"1","26","M",2470
"pw-2480","85820","PW","2480","ACOSTA",,,,,"VND002","Y",,,"2","11","M",2480
"pw-2490","87581","PW","2490","COUNTRY DELITE",,,,,"VND017","Y",,,"1","24","M",2490
"pw-2500","43348","PW","2500","ROYAL FOODS",,,,,"VND051","Y",,,"1","13","M",2500
"pw-2510","43348","PW","2510","ROYAL FOODS",,,,,"VND051","Y",,,"1","14","M",2510
"pw-2520","43348","PW","2520","ROYAL FOODS",,,,,"VND051","Y",,,"1","15","M",2520
"pw-2530","43348","PW","2530","ROYAL FOODS",,,,,"VND051","Y",,,"1","16","M",2530
"pw-2560","70328","PW","2560","INDIANAPOLIS FRUIT",,,,,"VND032","Y",,,"1","36","P",2560
"pw-2570","70328","PW","2570","INDIANAPOLIS FRUIT",,,,,"VND032","Y",,,"1","37","P",2570
"pw-2580","32145","PW","2580","C LANE COMPANY LLC",,,,,"VND013","Y",,,"1","1","P",2580
"pw-2590","32145","PW","2590","C LANE COMPANY LLC",,,,,"VND013","Y",,,"1","2","P",2590
"pw-2600","59022","PW","2600","SAGE FRUIT CO.",,,,,"VND052","Y",,,"1","0","P",2600
"pw-2610","74450","PW","2610","ALLIANCE SALES",,,,,"VND010","Y",,,"1","3","P",2610
"pw-2620","74450","PW","2620","ALLIANCE SALES",,,,,"VND010","Y",,,"1","4","P",2620
"pw-2630","62388","PW","2630","SOUTHERN FOOD BROKERS",,,,,"VND055","Y",,,"1","33","P",2630
"pw-2640","62388","PW","2640","SOUTHERN FOOD BROKERS",,,,,"VND055","Y",,,"1","34","P",2640
"pw-2650","23404","PW","2650","TRI-VENTURE MARKETING",,,,,"VND064","Y",,,"1","27","P",2650
"pw-2660","23404","PW","2660","TRI-VENTURE MARKETING",,,,,"VND064","Y",,,"1","28","P",2660
"pw-2670","23404","PW","2670","TRI-VENTURE MARKETING",,,,,"VND064","Y",,,"2","7","P",2670
"pw-2680","83130","PW","2680","THE PRODUCE CONNECTION",,,,,"VND060","Y",,,"1","5","P",2680
"pw-2690","83130","PW","2690","THE PRODUCE CONNECTION",,,,,"VND060","Y",,,"1","6","P",2690
"pw-2700","29143","PW","2700","ALEX KONTOS FRUIT",,,,,"VND007","Y",,,"1","31","P",2700
"pw-2710","29143","PW","2710","ALEX KONTOS FRUIT",,,,,"VND007","Y",,,"1","32","P",2710
"pw-2760","25473","PW","2760","DANDEE FOODS",,,,,"VND021","Y",,,"7","22","D",2760
"pw-2770","67856","PW","2770","TRI-VENTURE MARKETING",,,,,"VND062","Y",,,"7","0","D",2770
"pw-2780","67856","PW","2780","TRI-VENTURE MARKETING",,,,,"VND062","Y",,,"7","1","D",2780
"pw-2790","49878","PW","2790","CENTRAL PAPER",,,,,"VND014","Y",,,"7","17","D",2790
"pw-2800","29258","PW","2800","CHAMPS CHICKEN",,,,,"VND015","Y",,,"6","20","D",2800
"pw-2810","81750","PW","2810","ACOSTA",,,,,"VND001","Y",,,"7","26","D",2810
"pw-2820","81750","PW","2820","ACOSTA",,,,,"VND001","Y",,,"7","25","D",2820
"pw-2830","81750","PW","2830","ACOSTA",,,,,"VND001","Y",,,"5","19","D",2830
"pw-2840","81750","PW","2840","ACOSTA",,,,,"VND001","Y",,,"5","18","D",2840
"pw-2850","81750","PW","2850","ACOSTA",,,,,"VND001","Y",,,"4","20","D",2850
"pw-2860","38680","PW","2860","BUNZL",,,,,"VND011","Y",,,"1","29","D",2860
"pw-2870","38680","PW","2870","BUNZL",,,,,"VND011","Y",,,"1","30","D",2870
"pw-2880","95656","PW","2880","RAM INC.",,,,,"VND048","Y",,,"7","7","D",2880
"pw-2890","95656","PW","2890","RAM INC.",,,,,"VND048","Y",,,"7","8","D",2890
"pw-2900","95656","PW","2900","RAM INC.",,,,,"VND048","Y",,,"7","9","D",2900
"pw-2910","95656","PW","2910","RAM INC.",,,,,"VND048","Y",,,"7","10","D",2910
"pw-2920","95656","PW","2920","RAM INC.",,,,,"VND048","Y",,,"7","11","D",2920
"pw-2930","95656","PW","2930","RAM INC.",,,,,"VND048","Y",,,"7","12","D",2930
"pw-2940","95656","PW","2940","RAM INC.",,,,,"VND048","Y",,,"7","13","D",2940
"pw-2950","95656","PW","2950","RAM INC.",,,,,"VND048","Y",,,"7","14","D",2950
"pw-2960","95656","PW","2960","RAM INC.",,,,,"VND048","Y",,,"7","15","D",2960
"pw-2970","95656","PW","2970","RAM INC.",,,,,"VND048","Y",,,"7","16","D",2970
"pw-2980","95656","PW","2980","RAM INC.",,,,,"VND048","Y",,,"7","17","D",2980
"pw-2990","71916","PW","2990","JOSHEN PAPER",,,,,"VND033","Y",,,"7","23","D",2990
"pw-3000","65837","PW","3000","SOUTHERN SALES FORCE",,,,,"VND056","Y",,,"6","21","D",3000
"pw-3010","65837","PW","3010","SOUTHERN SALES FORCE",,,,,"VND056","Y",,,"6","22","D",3010
"pw-3020","65837","PW","3020","SOUTHERN SALES FORCE",,,,,"VND056","Y",,,"6","23","D",3020
"pw-3030","65837","PW","3030","SOUTHERN SALES FORCE",,,,,"VND056","Y",,,"6","24","D",3030
"pw-3040","33778","PW","3040","DAWN FOOD PRODUCTS",,,,,"VND022","Y",,,"7","21","D",3040
"pw-3050","52257","PW","3050","FLOWERS BAKING CO.",,,,,"VND026","Y",,,"2","16","D",3050
"pw-3060","77729","PW","3060","US FOODS",,,,,"VND065","Y",,,"7","2","D",3060
"pw-3070","91836","PW","3070","ADVANTAGE WAYPOINT",,,,,"VND006","Y",,,"7","3","D",3070
"pw-3080","91836","PW","3080","ADVANTAGE WAYPOINT",,,,,"VND006","Y",,,"7","4","D",3080
"pw-3090","91836","PW","3090","ADVANTAGE WAYPOINT",,,,,"VND006","Y",,,"7","5","D",3090
"pw-4000","91836","PW","4000","ADVANTAGE WAYPOINT",,,,,"VND006","Y",,,"7","6","D",4000
"pw-4010","81750","PW","4010","ACOSTA",,,,,"VND001","Y",,,"4","21","D",4010
"pw-4020","55958","PW","4020","PEAKE & ASSOCIATES",,,,,"VND042","Y",,,"7","19","D",4020
"pw-4030","55958","PW","4030","PEAKE & ASSOCIATES",,,,,"VND042","Y",,,"7","20","D",4030
"pw-4040","55958","PW","4040","PEAKE & ASSOCIATES",,,,,"VND042","Y",,,"2","17","D",4040
"pw-4050","55958","PW","4050","PEAKE & ASSOCIATES",,,,,"VND042","Y",,,"2","18","D",4050
"pw-4060","55958","PW","4060","PEAKE & ASSOCIATES",,,,,"VND042","Y",,,"2","19","D",4060
"pw-4070","71916","PW","4070","JOSHEN PAPER",,,,,"VND033","Y",,,"7","24","D",4070
